   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo,acc,acm,acu,add,ass,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Malvern Institute,,240 Fitzwatertown Road,,Willow Grove,PA,19090,,Montgomery,610-647-0330,,,,http://www.malverninstitute.com,40.1526706,-75.1269483,SA,2018-05-22 12:10:04.926,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,1,1,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,,1,1,,,,,,,,,,1,,,,,,1,,,1,1,,1,1,,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,1,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Project Transition,,5003 Umbria Street,,Philadelphia,PA,19128,,Philadelphia,215-247-7105,,215-997-9959,,http://www.projecttransition.com,40.0362214,-75.2361069,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,1,,,1,1,1,1,,,,,1,,,1,,,,1,1,1,1,,,,1,,,,,,1,1,,1,,,1,1,1,1,,1,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rehab After Work,,107 Chesley Drive,Unit 5,Media,PA,19063,,Delaware,610-644-6464 x1293,,610-644-6464 x0,,http://www.rehabafterwork.org,39.9147635,-75.3724838,SA,2018-03-09 12:55:11.17,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,1,,,,,,,,,,1,1,1,,,1,,,,,1,,,,1,1,,,,,,,,,1,,,,,1,1,1,,,1,,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,1,,1,,1,1,1,1,,,,1,,,,1,,1,,1,1,,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rehab After Work,Havertown Falcon Center,525 West Chester Pike,Suite 205,Havertown,PA,19083,,Delaware,610-644-6464 x1460,Intakes,610-644-6464,800-238-4357,http://rehabafterwork.pyramidhealthcarepa.com/,39.9710312,-75.3057662,SA,2018-05-03 11:56:48.637,1,,,,,,,,,,,,,,,,1,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,1,1,,,,,,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,1,,1,,,,,1,,1,1,1,1,,,,,,,,,,1,1,1,1,,,,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,
Fairmount Behavioral Health System,,561 Fairthorne Avenue,,Philadelphia,PA,19128,,Philadelphia,215-487-4000 x4000,,215-487-4100,,http://www.fairmountbhs.com,40.0434166,-75.2215622,SA,2017-02-01 17:30:00,1,1,,,,,,,,1,1,1,,,,,,1,,,,1,1,1,,,,1,,,1,,1,,1,,,,,,,,,,1,,,,,,,,1,1,1,1,1,,,,,,1,1,,,1,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,1,1,1,,1,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Right Direction Counseling,,1000 York Road,,Willow Grove,PA,19090,,Montgomery,856-261-5882,,,,http://www.rightdirectioncounselingllc.com,40.1542835,-75.11333,SA,2018-03-09 14:13:01.66,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,,,,1,1,1,1,1,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,1,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHJ Medical Center Inc,Vandergrift,2994 River Road,,Vandergrift,PA,15690,,Westmoreland,724-696-9600,,,,http://,40.62746,-79.585424,SA,2017-02-01 17:30:00,1,,1,1,,,,,,,,,1,,,,,,,1,1,1,1,1,,1,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,,,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,,,,1,1,,,,,,,1,,,,1,1,1,,,1,1,1,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Harwood House,,9200 West Chester Pike,,Upper Darby,PA,19082,,Delaware,610-853-3440,,,,http://www.harwoodhouse.us,39.968064,-75.292667,SA,2017-02-01 17:30:00,1,,,,,,,,1,,1,1,,1,,,,,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,,1,1,1,1,1,,,1,,,1,1,,1,,,,,1,1,,,,,,1,1,1,1,1,,,,1,,1,,,1,1,,1,,1,,1,1,1,1,,1,,1,,1,1,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Family Servs and Child Aid Society,,716 East 2nd Street,,Oil City,PA,16301,,Venango,814-677-4005,,,,http://,41.4258638,-79.7033073,SA,2018-03-30 15:15:29.673,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,,,,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,,,1,1,1,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Key Recovery Outpatient Services,,5000 Hilltop Drive,,Brookhaven,PA,19015,,Delaware,484-490-1060,,,,http://www.keystonecenter.net,39.881171,-75.395931,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,,1,,,1,,,1,,,,1,1,,,,1,,1,,,,,1,,,1,,,,,,,1,,1,1,1,1,1,,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,,,,,1,,,,1,1,1,1,,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intercommunity Action Inc/INTERACT,Greenridge Counseling Center,6122 Ridge Avenue,,Philadelphia,PA,19128,,Philadelphia,215-487-1330,,,,http://www.intercommunityaction.org,40.0337729,-75.2160678,SA,2018-08-06 09:08:41.843,1,,,,,,,,,,1,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,,,1,1,1,,,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,,,1,1,1,1,1,,,,,,,,,1,1,1,1,,,1,1,1,1,,1,,1,1,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Interim House Inc,,333 West Upsal Street,,Philadelphia,PA,19119,,Philadelphia,215-849-4606 x6617,Intakes,215-849-4606,267-615-3631,http://www.phmc.org,40.043181,-75.188918,SA,2018-07-03 14:23:27.744,1,,,,,,,,1,1,1,1,,1,,,,,,,,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,1,,,1,,,,,,,,,,1,1,1,,,1,1,1,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,,1,1,,,1,1,1,,,,,,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rehab After Work,,801 Old York Road,Suite 310 Noble Plaza,Jenkintown,PA,19046,,Montgomery,610-889-9939,,610-644-6464,,http://www.lifecounseling.org,40.1050919,-75.124383,SA,2018-03-09 12:55:10.28,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,1,1,,1,,,1,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,,,1,1,1,1,,,,,,,,,,1,1,,1,,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,New Image Women and Children,1300 East Tulpehocken Street,,Philadelphia,PA,19138,,Philadelphia,215-924-6322 x2851,Intakes,215-924-6322 x2850,215-238-2163 x2204,http://www.guadenzia.org,40.0565177,-75.1640409,SA,2017-07-31 15:22:28.075,1,,,,,,,,1,,1,1,,,,,,,,,,1,,1,1,1,,1,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,1,1,,,1,1,,,,,1,1,,1,,,,,,,,,,1,1,1,,1,1,1,,1,1,,1,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,1,,,,,,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,,1,1,,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belmont Behavioral Hospital,,4200 Monument Road,,Philadelphia,PA,19131,,Philadelphia,215-877-2000,,215-581-3700,,http://www.belmontbehavioral.com/,39.9998986,-75.2151333,SA,2018-05-07 15:31:40.337,1,1,,,,,,,,1,1,1,,,,1,,,,,,1,1,1,1,,1,,,1,,1,,,,,,,1,1,1,1,,,1,,,,,,,,1,1,1,,1,,,,,,1,1,1,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,1,1,1,1,,,,1,,1,1,,1,1,1,1,1,,,,,1,1,,,,1,,1,1,1,1,1,,,,1,1,1,,,1,1,1,1,,,1,1,1,,,,1,,1,,,1,1,1,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Project Transition,,3901 Conshohocken Avenue,,Philadelphia,PA,19131,,Philadelphia,215-240-7251,,215-997-9959,,http://www.projecttransition.com,40.0033867,-75.2067881,SA,2018-03-09 12:54:28.866,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,1,,,1,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,,1,1,,,1,1,1,1,,,,,1,,,1,,1,,1,1,1,1,,,,1,,,,,,1,1,,1,,,,1,1,1,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Holcomb Behavioral Health Systems,,225 South 69th Street,,Upper Darby,PA,19082,,Delaware,610-352-8943,,,,http://www.chimes.org,39.9555882,-75.2577736,SA,2017-03-13 12:41:22,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,,1,,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,1,,,,1,1,1,1,,1,,,,,,,,1,1,,1,,,1,1,1,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,Outreach II,39 East Schoolhouse Lane,,Philadelphia,PA,19144,,Philadelphia,215-849-7200 x2480,Intakes,215-849-7200,215-849-7201,http://www.gaudenzia.org,40.035184,-75.172218,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,1,1,1,,,1,1,1,1,1,,,1,1,1,,,,,1,,,,,1,,,,1,1,,1,,,1,,,,,,,1,,1,1,1,,1,1,1,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,,1,1,,1,1,,,,,,,,1,,1,,1,1,,,1,1,1,1,,1,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Teen Challenge,Philadelphia Mens Home,156 West Schoolhouse Lane,,Philadelphia,PA,19144,,Philadelphia,215-849-2054,,717-933-4181 x3100,,http://www.teenchallengephiladelphia.com,40.0314347820267,-75.1756847978016,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,1,1,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
SOAR Corp,,419-421 East 22nd Street,,Chester,PA,19013,,Delaware,610-876-3324,,,,http://www.soarcorp.org,39.8669845,-75.3614283,SA,2017-07-24 16:23:46.501,1,,1,1,,,,,,,,,1,,,,,,,1,1,1,,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,1,1,,,,,,,1,,,1,,1,,,,,,1,1,1,1,1,1,1,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,1,1,,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Parkside Recovery in Germantown,Merakey,5429 Germantown Avenue,2nd Floor,Philadelphia,PA,19144,,Philadelphia,215-754-0240 x207,Intakes,215-754-0240 x160,215-754-0240 x208,http://www.nhsonline.org,40.0339722,-75.1713648,SA,2018-05-03 11:59:05.477,1,1,1,,,1,,,,1,,1,1,,,,,,,,1,1,1,1,1,1,,1,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,1,,1,,1,,,1,,,1,1,,,,,,,,,,1,,,1,,1,,,1,1,,,1,1,1,1,1,1,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,,1,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Inc,ReEntry House,5401 Wayne Avenue,,Philadelphia,PA,19144,,Philadelphia,215-438-5082,,,,http://www.gaudenzia.org,40.0295824,-75.1745761,SA,2017-11-06 17:14:33.877,1,,,,,,,,1,,1,1,,1,,,,,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,1,1,1,,1,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,1,,1,,1,,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
KeyStone Center,,2001 Providence Avenue,,Chester,PA,19013,,Delaware,610-876-9000,,,800-558-9600,http://www.keystonecenter.net,39.8650957700748,-75.3612132262267,SA,2017-02-01 17:30:00,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,1,1,,,1,,,,,,1,,,,1,,,,,,,,,1,1,,1,,,1,,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,1,,,1,1,1,1,,,,,1,1,,,,1,,1,1,1,1,,1,1,,1,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Recovery Center of Crozer Chester,Medical Center,2600 West 9th Street,"1st Floor, Administration",Chester,PA,19013,,Delaware,610-497-7223,,,610-497-7200,http://www.crozer.org,39.8377772,-75.3933953,SA,2017-04-11 16:24:11,1,,1,,,1,,,,1,1,1,1,,,,,1,,,1,1,1,1,1,,1,,,,,1,,,,,1,,1,1,,,,1,,,,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,,,1,1,1,1,,,,1,,,,,1,,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,1,,,,1,1,1,1,1,1,,1,,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Merakey Parkside Recovery,,5000 Parkside Avenue,,Philadelphia,PA,19131,,Philadelphia,215-879-6116 x229,Intakes,215-879-6116 x422,215-879-6116 x281,http://www.nhsonline.org,39.9796591,-75.2197374,SA,2018-05-22 11:51:52.042,1,,1,1,,1,1,,1,1,1,1,1,,,,,,,,1,1,1,1,1,,1,,,,,1,,,,,1,,1,1,,,1,,,,,,,,,,1,,1,,,,,1,,,1,1,1,1,1,,,,,,1,1,,,,,,,,1,1,1,,1,1,,1,,,,1,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,,,,,,,,1,,1,1,1,1,,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Womens Institute for Family Health,,5936 Chestnut Street,1st Floor,Philadelphia,PA,19139,,Philadelphia,215-747-2391,,,,http://www.wifamilyhealth.org,39.960143,-75.24054,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,1,1,1,1,1,,,,,1,1,1,,,1,,1,1,,,,1,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teen Challenge,Philadelphia Womens Home,329 East Wister Street,,Philadelphia,PA,19144,,Philadelphia,215-843-2887,,,,http://www.teenchallengephiladelphia.com,40.033538480291,-75.1611911363829,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,1,,,1,,,1,1,1,,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,1,1,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Drc Inc,Diagnostic and Rehabilitation Center,3200 Henry Avenue,,Philadelphia,PA,19129,,Philadelphia,215-991-9700 x216,Intakes,215-991-9700 x285,610-416-4935,http://www.gaudenzia.org,40.0093619,-75.1812822,SA,2018-05-22 12:15:01.289,1,,,,,,,,1,,1,1,,1,,,,,,,,1,1,1,1,,,1,,,1,1,1,1,,,1,1,1,1,,,1,,,,,,,,,,1,1,1,,,,,,,,1,,1,,1,,,1,1,1,,1,,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,1,1,1,1,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Caring Together Addictions and,Mental Health Program for Women,4700 Wissahickon Avenue,"Building C, Suite 102",Philadelphia,PA,19144,,Philadelphia,215-967-2130,,,,http://www.drexelmed.edu/caringtogether,40.0159527,-75.1724136,SA,2018-05-01 11:23:42.012,1,1,,,,1,1,,1,1,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,1,1,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,,,,,1,,,,,,,1,,,,,1,,,,1,,,1,1,1,,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,,,,,,1,1,1,1,1,,1,1,,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Treatment Centers,,5501 Chestnut Street,,Philadelphia,PA,19139,,Philadelphia,215-747-6480 x4103,,215-451-7100,,http://www.netcenters.org,39.959432,-75.231251,SA,2018-03-09 12:55:16.291,1,,,,,,,,,,,,,,1,,,,,,,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,,,,1,,,,1,,1,1,,,,1,1,1,,1,,,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Achievement Through Counseling and Trt,(ACT I),5820 Old York Road,,Philadelphia,PA,19141,,Philadelphia,215-276-8400 x2601,,215-236-0100,,http://www.jevshumanservices.org/,40.0420105,-75.1446418,SA,2018-06-20 09:53:08.326,1,,1,,,,,,,,,,1,,,,,,,,1,1,,1,1,1,1,,,,,1,,,,,1,,1,1,,,,,,,,,,1,,,1,,1,,,1,,,,,1,1,1,1,,,,1,,,,,,,1,,,,,,1,,,1,1,,1,1,,1,,,,,,,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,,,1,,1,,1,,,,1,1,,,1,1,1,1,,1,,1,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHD Nova III,,1101 West Spencer Street,Suite 406,Philadelphia,PA,19141,,Philadelphia,267-368-6000,,,,http://www.rhd.org,40.0455249,-75.1385465,SA,2017-03-20 14:18:41,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,1,1,1,1,,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,,,,,1,1,,1,,1,1,1,,,,1,1,1,1,,,1,,,1,,1,1,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empowerment Resurrection Center,,419 Avenue of the States,Suite 405,Chester,PA,19013,,Delaware,610-447-1600,,,,http://www.erc-chester.org,39.848117,-75.359438,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,1,,1,,,,,1,,,1,1,1,,1,1,1,1,1,,1,,1,,1,1,,,1,,1,1,,,,,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Interim House West,Public Health Management Corp,4108 Parkside Avenue,,Philadelphia,PA,19104,,Philadelphia,215-871-0300 x11,,215-871-0300 x15,,http://www.phmc.org,39.97523,-75.207357,SA,2018-05-07 15:35:39.162,1,,,,,1,1,,1,1,1,1,,,,,,1,,,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,,,,1,,,1,1,,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Kirkbride Center,,111 North 49th Street,,Philadelphia,PA,19139,,Philadelphia,215-471-2600,,215-471-2488,,http://www.kirkbridecenter.com,39.9617037,-75.2184789,SA,2018-05-15 13:09:22.209,1,1,1,,1,1,,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,,,1,,,1,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,1,,,1,,,,,,1,1,,,1,,,,,,,,,1,1,,1,,,1,1,1,1,,1,1,,,1,1,1,,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,1,,,,1,,1,1,1,1,,1,1,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
